pilot_id,class,source_id,source_image_path,original_mask_path,inpaint_mask_path,prompt_id,prompt_text,seed,model_name,model_revision,inference_width,inference_height,num_inference_steps,guidance_scale,strength_if_applicable,output_path,status,failure_reason
crack_354_v1,Crack,354,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_06_354.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_06_354_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_06_354_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_354_v1.png,PENDING,
crack_354_v2,Crack,354,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_06_354.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_06_354_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_06_354_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_354_v2.png,PENDING,
crack_356_v1,Crack,356,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_07_356.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_07_356_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_07_356_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_356_v1.png,PENDING,
crack_356_v2,Crack,356,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_07_356.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_07_356_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_07_356_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_356_v2.png,PENDING,
crack_468_v1,Crack,468,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_08_468.jpg,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_08_468_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_08_468_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_468_v1.png,PENDING,
crack_468_v2,Crack,468,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_08_468.jpg,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_08_468_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_08_468_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_468_v2.png,PENDING,
crack_469_v1,Crack,469,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_09_469.jpg,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_09_469_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_09_469_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_469_v1.png,PENDING,
crack_469_v2,Crack,469,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_09_469.jpg,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_09_469_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_09_469_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_469_v2.png,PENDING,
crack_470_v1,Crack,470,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_10_470.jpg,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_10_470_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_10_470_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_470_v1.png,PENDING,
crack_470_v2,Crack,470,results/exp13_diffusion_pilot/run_20260921_120819/crack/inputs/vlm_10_470.jpg,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_10_470_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_10_470_mask.png,crack_human_reviewed_v1,"A realistic thin industrial crack or fracture on a metallic engine interior surface, appearing as a narrow dark fracture line with thin linear or slightly curved morphology and optional subtle branching, irregular but natural sharp boundaries, preserving the original metallic surface texture, component geometry, and realistic borescope illumination. Preserve the surrounding structure. Do not create a scratch, paint mark, or stain.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/crack/outputs/crack_470_v2.png,PENDING,
corrosion_1_v1,corrosion,1,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_11_1.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_11_1_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_11_1_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_1_v1.png,PENDING,
corrosion_1_v2,corrosion,1,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_11_1.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_11_1_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_11_1_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_1_v2.png,PENDING,
corrosion_2_v1,corrosion,2,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_12_2.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_12_2_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_12_2_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_2_v1.png,PENDING,
corrosion_2_v2,corrosion,2,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_12_2.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_12_2_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_12_2_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_2_v2.png,PENDING,
corrosion_6_v1,corrosion,6,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_13_6.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_13_6_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_13_6_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_6_v1.png,PENDING,
corrosion_6_v2,corrosion,6,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_13_6.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_13_6_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_13_6_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_6_v2.png,PENDING,
corrosion_7_v1,corrosion,7,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_14_7.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_14_7_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_14_7_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_7_v1.png,PENDING,
corrosion_7_v2,corrosion,7,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_14_7.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_14_7_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_14_7_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_7_v2.png,PENDING,
corrosion_8_v1,corrosion,8,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_15_8.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_15_8_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_15_8_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_8_v1.png,PENDING,
corrosion_8_v2,corrosion,8,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_15_8.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_15_8_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_15_8_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_8_v2.png,PENDING,
corrosion_9_v1,corrosion,9,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_16_9.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_16_9_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_16_9_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_9_v1.png,PENDING,
corrosion_9_v2,corrosion,9,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_16_9.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_16_9_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_16_9_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_9_v2.png,PENDING,
corrosion_12_v1,corrosion,12,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_17_12.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_17_12_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_17_12_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_12_v1.png,PENDING,
corrosion_12_v2,corrosion,12,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_17_12.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_17_12_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_17_12_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_12_v2.png,PENDING,
corrosion_13_v1,corrosion,13,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_18_13.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_18_13_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_18_13_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_13_v1.png,PENDING,
corrosion_13_v2,corrosion,13,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_18_13.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_18_13_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_18_13_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13002,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_13_v2.png,PENDING,
corrosion_23_v1,corrosion,23,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/inputs/vlm_19_23.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/original/vlm_19_23_mask.png,results/exp13_diffusion_pilot/run_20260921_120819/masks/inpaint/vlm_19_23_mask.png,corrosion_human_reviewed_v1,"A realistic localized corrosion region on a metallic engine interior surface, an irregular oxidized patch with rough granular surface degradation and an uneven or diffuse natural boundary, preserving the original metallic geometry, surrounding structure, surface context, and realistic borescope inspection illumination.",13001,runwayml/stable-diffusion-inpainting,main,512,512,20,7.5,0.95,results/exp13_diffusion_pilot/run_20260921_120819/corrosion/outputs/corrosion_23_v1.png,PENDING,
